Round   0, Devices participated 10, Average loss 0.375, Central accuracy on global test data 29.297, Ensemble accuracy on global test data 34.854, Local accuracy on global train data 19.368, Local accuracy on local train data 92.433
Round 360, Devices participated 10, Average loss 0.018, Central accuracy on global test data 96.194, Ensemble accuracy on global test data 93.809, Local accuracy on global train data 80.916, Local accuracy on local train data 99.467
Round 361, Devices participated 10, Average loss 0.022, Central accuracy on global test data 95.833, Ensemble accuracy on global test data 92.578, Local accuracy on global train data 80.732, Local accuracy on local train data 99.483
Round 362, Devices participated 10, Average loss 0.011, Central accuracy on global test data 95.563, Ensemble accuracy on global test data 93.506, Local accuracy on global train data 85.747, Local accuracy on local train data 99.767
Round 363, Devices participated 10, Average loss 0.055, Central accuracy on global test data 95.683, Ensemble accuracy on global test data 93.594, Local accuracy on global train data 81.331, Local accuracy on local train data 98.883
Round 364, Devices participated 10, Average loss 0.021, Central accuracy on global test data 96.224, Ensemble accuracy on global test data 93.672, Local accuracy on global train data 82.629, Local accuracy on local train data 99.383
Round 365, Devices participated 10, Average loss 0.041, Central accuracy on global test data 96.274, Ensemble accuracy on global test data 92.832, Local accuracy on global train data 77.581, Local accuracy on local train data 99.183
Round 366, Devices participated 10, Average loss 0.020, Central accuracy on global test data 96.114, Ensemble accuracy on global test data 94.189, Local accuracy on global train data 80.176, Local accuracy on local train data 99.450
Round 367, Devices participated 10, Average loss 0.018, Central accuracy on global test data 96.244, Ensemble accuracy on global test data 93.477, Local accuracy on global train data 81.826, Local accuracy on local train data 99.533
Round 368, Devices participated 10, Average loss 0.039, Central accuracy on global test data 96.214, Ensemble accuracy on global test data 92.031, Local accuracy on global train data 77.815, Local accuracy on local train data 98.900
Round 369, Devices participated 10, Average loss 0.021, Central accuracy on global test data 95.954, Ensemble accuracy on global test data 91.777, Local accuracy on global train data 81.770, Local accuracy on local train data 99.550
Round 370, Devices participated 10, Average loss 0.018, Central accuracy on global test data 95.893, Ensemble accuracy on global test data 91.279, Local accuracy on global train data 76.069, Local accuracy on local train data 99.483
Round 371, Devices participated 10, Average loss 0.053, Central accuracy on global test data 95.974, Ensemble accuracy on global test data 93.271, Local accuracy on global train data 78.401, Local accuracy on local train data 98.450
Round 372, Devices participated 10, Average loss 0.020, Central accuracy on global test data 96.324, Ensemble accuracy on global test data 93.066, Local accuracy on global train data 82.109, Local accuracy on local train data 99.467
Round 373, Devices participated 10, Average loss 0.021, Central accuracy on global test data 95.903, Ensemble accuracy on global test data 94.111, Local accuracy on global train data 82.217, Local accuracy on local train data 99.417
Round 374, Devices participated 10, Average loss 0.021, Central accuracy on global test data 96.084, Ensemble accuracy on global test data 93.535, Local accuracy on global train data 80.801, Local accuracy on local train data 99.300
Round 375, Devices participated 10, Average loss 0.029, Central accuracy on global test data 95.813, Ensemble accuracy on global test data 93.105, Local accuracy on global train data 83.909, Local accuracy on local train data 99.217
Round 376, Devices participated 10, Average loss 0.032, Central accuracy on global test data 95.623, Ensemble accuracy on global test data 93.545, Local accuracy on global train data 79.768, Local accuracy on local train data 99.150
Round 377, Devices participated 10, Average loss 0.019, Central accuracy on global test data 96.014, Ensemble accuracy on global test data 93.115, Local accuracy on global train data 81.152, Local accuracy on local train data 99.433
Round 378, Devices participated 10, Average loss 0.028, Central accuracy on global test data 96.014, Ensemble accuracy on global test data 93.369, Local accuracy on global train data 84.880, Local accuracy on local train data 99.267
Round 379, Devices participated 10, Average loss 0.035, Central accuracy on global test data 96.104, Ensemble accuracy on global test data 93.291, Local accuracy on global train data 78.894, Local accuracy on local train data 98.917
Round 380, Devices participated 10, Average loss 0.014, Central accuracy on global test data 95.853, Ensemble accuracy on global test data 93.789, Local accuracy on global train data 85.488, Local accuracy on local train data 99.567
Round 381, Devices participated 10, Average loss 0.041, Central accuracy on global test data 95.713, Ensemble accuracy on global test data 90.967, Local accuracy on global train data 76.604, Local accuracy on local train data 99.000
Round 382, Devices participated 10, Average loss 0.090, Central accuracy on global test data 95.663, Ensemble accuracy on global test data 93.818, Local accuracy on global train data 77.590, Local accuracy on local train data 97.617
Round 383, Devices participated 10, Average loss 0.017, Central accuracy on global test data 95.843, Ensemble accuracy on global test data 91.855, Local accuracy on global train data 84.309, Local accuracy on local train data 99.667
Round 384, Devices participated 10, Average loss 0.058, Central accuracy on global test data 95.723, Ensemble accuracy on global test data 91.035, Local accuracy on global train data 79.050, Local accuracy on local train data 98.617
Round 385, Devices participated 10, Average loss 0.029, Central accuracy on global test data 95.593, Ensemble accuracy on global test data 94.160, Local accuracy on global train data 79.612, Local accuracy on local train data 99.017
Round 386, Devices participated 10, Average loss 0.023, Central accuracy on global test data 95.302, Ensemble accuracy on global test data 92.920, Local accuracy on global train data 79.270, Local accuracy on local train data 99.133
Round 387, Devices participated 10, Average loss 0.014, Central accuracy on global test data 96.114, Ensemble accuracy on global test data 92.803, Local accuracy on global train data 83.032, Local accuracy on local train data 99.683
Round 388, Devices participated 10, Average loss 0.029, Central accuracy on global test data 96.124, Ensemble accuracy on global test data 93.154, Local accuracy on global train data 86.455, Local accuracy on local train data 99.333
Round 389, Devices participated 10, Average loss 0.020, Central accuracy on global test data 95.463, Ensemble accuracy on global test data 93.037, Local accuracy on global train data 77.861, Local accuracy on local train data 99.417
