Round   0, Devices participated 10, Average loss 0.109, Central accuracy on global test data 25.030, Ensemble accuracy on global test data 21.123, Local accuracy on global train data 11.909, Local accuracy on local train data 97.933
Round 886, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.019, Ensemble accuracy on global test data 85.889, Local accuracy on global train data 56.340, Local accuracy on local train data 99.850
Round 887, Devices participated 10, Average loss 0.008, Central accuracy on global test data 93.269, Ensemble accuracy on global test data 87.520, Local accuracy on global train data 57.048, Local accuracy on local train data 99.733
Round 888, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.079, Ensemble accuracy on global test data 84.912, Local accuracy on global train data 56.206, Local accuracy on local train data 99.800
Round 889, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.510, Ensemble accuracy on global test data 86.035, Local accuracy on global train data 57.791, Local accuracy on local train data 99.867
Round 890, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.279, Ensemble accuracy on global test data 86.943, Local accuracy on global train data 67.249, Local accuracy on local train data 99.933
Round 891, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.146, Ensemble accuracy on global test data 88.271, Local accuracy on global train data 58.083, Local accuracy on local train data 99.883
Round 892, Devices participated 10, Average loss 0.003, Central accuracy on global test data 91.857, Ensemble accuracy on global test data 89.766, Local accuracy on global train data 67.263, Local accuracy on local train data 99.917
Round 893, Devices participated 10, Average loss 0.011, Central accuracy on global test data 93.029, Ensemble accuracy on global test data 84.336, Local accuracy on global train data 40.908, Local accuracy on local train data 99.633
Round 894, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.680, Ensemble accuracy on global test data 92.715, Local accuracy on global train data 64.055, Local accuracy on local train data 99.950
Round 895, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.501, Ensemble accuracy on global test data 88.721, Local accuracy on global train data 49.580, Local accuracy on local train data 99.817
Round 896, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.349, Ensemble accuracy on global test data 87.275, Local accuracy on global train data 55.322, Local accuracy on local train data 99.883
Round 897, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.319, Ensemble accuracy on global test data 86.377, Local accuracy on global train data 53.674, Local accuracy on local train data 99.817
Round 898, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.131, Ensemble accuracy on global test data 91.582, Local accuracy on global train data 64.514, Local accuracy on local train data 99.917
Round 899, Devices participated 10, Average loss 0.002, Central accuracy on global test data 93.680, Ensemble accuracy on global test data 89.512, Local accuracy on global train data 69.897, Local accuracy on local train data 99.917
Round 900, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.101, Ensemble accuracy on global test data 88.896, Local accuracy on global train data 56.975, Local accuracy on local train data 99.867
Round 901, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.912, Ensemble accuracy on global test data 90.869, Local accuracy on global train data 57.939, Local accuracy on local train data 99.867
Round 902, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.641, Ensemble accuracy on global test data 88.779, Local accuracy on global train data 61.091, Local accuracy on local train data 99.917
Round 903, Devices participated 10, Average loss 0.007, Central accuracy on global test data 94.982, Ensemble accuracy on global test data 88.223, Local accuracy on global train data 46.931, Local accuracy on local train data 99.800
Round 904, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.982, Ensemble accuracy on global test data 85.840, Local accuracy on global train data 48.301, Local accuracy on local train data 99.867
Round 905, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.970, Ensemble accuracy on global test data 92.363, Local accuracy on global train data 63.074, Local accuracy on local train data 99.933
Round 906, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.872, Ensemble accuracy on global test data 90.244, Local accuracy on global train data 59.492, Local accuracy on local train data 99.867
Round 907, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.192, Ensemble accuracy on global test data 90.088, Local accuracy on global train data 56.011, Local accuracy on local train data 99.900
Round 908, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.062, Ensemble accuracy on global test data 91.914, Local accuracy on global train data 68.987, Local accuracy on local train data 99.933
Round 909, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.782, Ensemble accuracy on global test data 89.004, Local accuracy on global train data 62.407, Local accuracy on local train data 99.867
Round 910, Devices participated 10, Average loss 0.007, Central accuracy on global test data 94.661, Ensemble accuracy on global test data 90.400, Local accuracy on global train data 53.274, Local accuracy on local train data 99.783
Round 911, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.660, Ensemble accuracy on global test data 86.113, Local accuracy on global train data 57.825, Local accuracy on local train data 99.833
Round 912, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.119, Ensemble accuracy on global test data 89.443, Local accuracy on global train data 71.731, Local accuracy on local train data 99.933
Round 913, Devices participated 10, Average loss 0.007, Central accuracy on global test data 92.318, Ensemble accuracy on global test data 91.641, Local accuracy on global train data 63.845, Local accuracy on local train data 99.833
Round 914, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.097, Ensemble accuracy on global test data 90.234, Local accuracy on global train data 52.981, Local accuracy on local train data 99.867
Round 915, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.521, Ensemble accuracy on global test data 85.791, Local accuracy on global train data 54.792, Local accuracy on local train data 99.850
